First Name,Last Name,Email,Country,Application Date,Yoe,Seniority,Technology,Code Challenge Score,Technical Interview Score
Daniel,Blair,brian65@example.net,USA,2021-08-16,1,Mid,JavaScript,6.3,2.2
Jennifer,Smith,bradley68@example.org,Ecuador,2023-03-17,15,Lead,Data Engineering,3.6,2.3
Jermaine,Byrd,rodriguezjennifer@example.net,Colombia,2022-08-19,12,Junior,C++,0.0,3.1
Matthew,Jones,nelsonryan@example.net,USA,2021-04-18,0,Lead,Data Engineering,2.4,3.6
Abigail,Mckinney,matthewmiller@example.org,USA,2023-05-31,10,Lead,C++,2.8,5.3
Leah,White,howellscott@example.net,Ecuador,2022-08-02,12,Lead,C++,0.2,5.0
Abigail,Stevens,umoore@example.com,Brazil,2022-10-02,11,Lead,Java,4.5,6.9
Robert,Silva,rhondastrong@example.com,Brazil,2024-03-15,1,Junior,Data Engineering,9.4,4.6
Kevin,Carpenter,warren67@example.org,Mexico,2020-04-08,6,Senior,Data Engineering,5.8,4.7
Jennifer,Lopez,bramirez@example.com,Ecuador,2024-03-27,12,Senior,JavaScript,3.4,2.5
Tracy,Wheeler,phammark@example.net,Argentina,2022-12-05,0,Lead,Python,1.1,6.9
Stephanie,Robinson,tmartinez@example.net,USA,2024-04-28,2,Lead,Python,8.9,8.8
Brianna,Myers,mary47@example.org,Ecuador,2024-08-31,6,Senior,JavaScript,5.4,5.1
Erica,Kim,michaelowen@example.com,USA,2024-12-20,14,Mid,Data Engineering,6.7,0.7
Evelyn,Whitehead,millerjoseph@example.net,Mexico,2020-02-07,12,Lead,Java,1.1,5.6
Joseph,Odom,mtorres@example.com,Mexico,2021-03-08,7,Mid,SQL,5.0,0.4
Elizabeth,Kelly,stephanieevans@example.org,Ecuador,2021-04-02,2,Lead,JavaScript,4.8,5.5
Robert,Phillips,smithlarry@example.net,Mexico,2024-03-11,14,Mid,Data Engineering,5.0,0.9
Alexandra,Gibbs,alucas@example.com,Ecuador,2022-07-03,14,Lead,C++,2.0,6.0
Cynthia,Ward,katie35@example.org,Argentina,2024-05-01,5,Senior,C++,7.0,8.9
Katherine,Rose,andrew81@example.net,Brazil,2024-01-04,13,Lead,Data Engineering,6.3,0.8
Brandon,Hicks,christopherwoodward@example.net,Brazil,2023-11-12,9,Lead,JavaScript,8.0,5.1
Kevin,Lynch,johnsonbarry@example.net,Colombia,2021-12-26,15,Mid,SQL,8.5,8.9
Tina,Ashley,gstewart@example.org,Colombia,2020-05-20,5,Lead,Python,5.8,0.3
Rachel,Thomas,amy16@example.com,Colombia,2020-10-27,10,Mid,SQL,2.5,3.5
Tonya,Harmon,qhart@example.com,Argentina,2022-03-02,10,Senior,Java,9.4,2.9
Scott,Bates,rcummings@example.net,Mexico,2020-11-21,4,Junior,C++,7.2,0.2
Wesley,Brown,garciatony@example.net,USA,2023-06-24,5,Junior,Data Engineering,4.9,2.1
Virginia,Vasquez,harrisricky@example.net,Colombia,2021-09-12,3,Lead,Java,0.3,9.3
Stephanie,Wagner,edwardscory@example.org,Colombia,2020-12-21,9,Senior,Data Engineering,9.9,9.1
Bobby,Brooks,richard39@example.net,Mexico,2024-07-15,2,Lead,Data Engineering,1.1,8.1
Vanessa,Sanchez,megan72@example.com,Ecuador,2021-03-14,13,Junior,Python,3.9,1.9
William,Kim,monica01@example.net,Colombia,2021-11-23,14,Senior,Python,9.7,0.3
Sharon,Johnson,michael20@example.com,Argentina,2023-10-28,12,Junior,Python,5.9,6.1
Kim,Hernandez,xnunez@example.net,USA,2023-01-08,13,Mid,Python,8.4,5.2
Devin,Herman,simmonschristy@example.org,Ecuador,2024-05-31,1,Mid,Data Engineering,3.3,3.5
Scott,Thomas,christopher91@example.org,Colombia,2022-11-13,12,Junior,Data Engineering,6.0,0.3
Jason,Anderson,pricejoseph@example.com,USA,2021-04-07,4,Lead,Java,2.8,9.4
Patricia,Jackson,baileytina@example.com,Colombia,2023-01-15,9,Lead,Java,3.4,5.3
Allison,Booker,wallaceashley@example.net,Brazil,2024-11-09,13,Junior,C++,1.0,1.6
Kelly,Taylor,william52@example.org,Brazil,2022-03-06,2,Mid,Java,8.9,6.6
Frank,Parks,brooksshaun@example.com,Argentina,2022-04-26,5,Senior,Python,2.8,4.0
Jo,Fields,cassandra46@example.net,Ecuador,2022-08-05,7,Junior,C++,6.3,6.3
Monica,Rodriguez,maryhaynes@example.net,Colombia,2020-04-23,12,Senior,SQL,10.0,0.2
Karen,Mitchell,ntaylor@example.net,Brazil,2020-12-15,2,Senior,Python,2.7,5.8
Patrick,Mckinney,perezsteven@example.net,Brazil,2024-08-09,11,Senior,Java,9.6,4.8
Elizabeth,Bailey,qdawson@example.com,Argentina,2024-09-02,0,Lead,JavaScript,4.0,1.0
Lisa,Johnson,hpena@example.com,Argentina,2022-10-24,8,Senior,C++,8.3,2.9
Sean,Martinez,valenciagary@example.com,Mexico,2022-07-04,10,Lead,Java,0.9,9.6
Daniel,Green,corey28@example.com,Brazil,2020-12-09,8,Mid,C++,3.7,0.6
Robert,Chapman,collin62@example.net,Colombia,2020-04-18,11,Mid,Java,8.7,6.2
Gregory,Walters,tjohnson@example.com,Colombia,2020-08-20,3,Lead,Data Engineering,9.3,5.9
Mark,Silva,phillipsanders@example.org,Brazil,2024-12-08,7,Mid,C++,1.3,2.6
Patrick,Turner,jennifer13@example.org,Colombia,2024-02-12,5,Mid,C++,5.8,9.3
Elijah,Williams,webbchristopher@example.net,Brazil,2020-07-19,3,Junior,Java,0.1,0.7
Logan,Hawkins,john59@example.org,Colombia,2024-09-25,0,Senior,SQL,2.0,2.4
Susan,Thompson,donaldbuchanan@example.com,Colombia,2020-03-15,11,Junior,JavaScript,9.1,0.1
Nathan,Peters,lucasanderson@example.org,Colombia,2023-05-30,0,Lead,C++,1.9,2.2
Sandra,Parker,barnesmarie@example.org,Brazil,2024-03-14,9,Junior,Java,8.5,4.6
Mark,Cook,andres39@example.net,Ecuador,2024-09-24,14,Lead,SQL,8.9,0.3
Paul,Green,kelly79@example.com,Argentina,2023-06-24,8,Junior,JavaScript,6.6,9.9
Craig,Clarke,hoffmansandra@example.org,Ecuador,2023-03-26,0,Junior,JavaScript,0.9,0.3
Lindsay,Ruiz,mary11@example.org,USA,2022-09-01,1,Lead,Data Engineering,8.5,0.4
Gary,Robinson,malvarez@example.org,Argentina,2024-05-21,11,Mid,JavaScript,3.3,6.0
Jessica,Walker,mariejohnson@example.net,Brazil,2022-07-25,1,Junior,JavaScript,8.0,3.4
Sean,Anderson,fhowell@example.net,Colombia,2021-01-24,8,Mid,C++,1.0,0.5
George,Callahan,christophercox@example.org,USA,2020-03-09,14,Senior,Data Engineering,8.3,7.1
Debra,Smith,kellymisty@example.com,Ecuador,2021-12-01,1,Lead,JavaScript,4.7,2.2
Nicholas,Boyd,forbesalisha@example.org,Ecuador,2021-08-11,4,Lead,SQL,5.1,2.6
Michael,Lewis,freychristopher@example.com,Argentina,2021-01-19,9,Mid,Python,8.2,7.2
Michael,Ashley,batesnathan@example.com,Mexico,2024-03-07,3,Lead,JavaScript,4.3,2.3
Deborah,Morrison,robert36@example.org,Mexico,2023-04-09,10,Lead,JavaScript,7.0,3.2
Brittney,Hughes,johnsonmatthew@example.com,Ecuador,2022-03-06,13,Lead,JavaScript,6.5,7.6
Christian,Williams,ryan46@example.org,Argentina,2023-10-21,4,Mid,Java,1.8,0.8
Kevin,Williamson,matthew85@example.net,Argentina,2023-01-21,4,Lead,C++,0.2,6.9
Kelsey,Sanchez,hammondarthur@example.com,Argentina,2022-07-01,3,Junior,Data Engineering,4.4,9.0
Ronald,Kane,allenfleming@example.com,Colombia,2023-07-10,2,Junior,SQL,4.1,0.1
Edward,Oconnor,williamsgregory@example.org,Mexico,2022-01-05,2,Mid,Python,6.5,2.1
Carlos,Bates,marcophillips@example.com,USA,2024-03-14,15,Lead,Python,2.2,8.8
Kristen,Mcpherson,dsingh@example.org,USA,2020-01-10,3,Mid,Data Engineering,6.1,7.4
Katherine,Trujillo,schroederjennifer@example.com,Brazil,2023-02-26,5,Mid,C++,2.1,1.9
Juan,Dixon,evelez@example.net,Argentina,2024-09-13,0,Junior,JavaScript,3.9,7.4
Jeffrey,Wall,erinmartin@example.net,Brazil,2022-01-25,3,Lead,Data Engineering,8.3,8.9
Benjamin,Roberts,patricia60@example.com,Colombia,2020-03-31,15,Lead,Python,3.0,4.2
Rachel,Jones,joannanguyen@example.net,Colombia,2021-12-02,14,Lead,Data Engineering,9.8,9.6
Kathleen,Warren,julia59@example.com,Ecuador,2022-01-17,12,Senior,C++,8.9,5.8
Carolyn,Schmidt,rhondalewis@example.org,Colombia,2021-12-30,11,Mid,Java,8.3,3.6
Michelle,Pierce,craigparsons@example.com,Brazil,2023-04-11,9,Mid,JavaScript,7.3,1.4
Troy,Allison,ybenjamin@example.com,Ecuador,2024-10-29,14,Senior,SQL,1.4,4.8
Mary,Nixon,tabitha32@example.org,Colombia,2020-07-30,10,Junior,Python,9.9,6.2
Melanie,Wheeler,butlersteven@example.org,Ecuador,2020-03-20,14,Mid,JavaScript,3.0,1.9
Douglas,Bryant,michaelfoley@example.com,USA,2023-06-23,6,Senior,SQL,4.7,7.7
Andrew,Hooper,nsmith@example.org,Ecuador,2021-06-18,9,Mid,C++,2.5,7.1
Nicole,Ramirez,robert91@example.org,USA,2022-06-27,13,Senior,JavaScript,7.0,9.1
Alexander,Brown,bakerhayley@example.net,Ecuador,2020-11-11,0,Junior,JavaScript,1.3,3.6
Michelle,Hahn,brucebishop@example.com,USA,2024-03-23,6,Senior,C++,8.9,1.2
Kenneth,Montgomery,garyburton@example.org,Mexico,2020-09-06,6,Junior,Java,2.5,7.9
Leah,Brown,dianathomas@example.net,Colombia,2020-02-25,12,Mid,Java,3.2,9.9
Kathy,Stuart,geraldmurphy@example.org,USA,2021-11-01,4,Lead,Java,3.7,0.1
Walter,Sanchez,bobbyschultz@example.com,Mexico,2024-01-02,11,Lead,JavaScript,0.5,9.9
Kristina,Trevino,ralphlee@example.org,USA,2021-12-01,12,Lead,JavaScript,2.7,4.5
Dennis,Brooks,elizabethjones@example.net,Brazil,2022-05-03,10,Lead,Java,2.0,3.8
Caitlyn,Martinez,lisafrench@example.org,Colombia,2024-03-08,3,Junior,JavaScript,7.5,6.0
Leslie,Garcia,thomasanthony@example.com,Mexico,2023-10-22,7,Mid,C++,2.4,9.8
Lauren,Black,carolyn91@example.com,Mexico,2021-08-12,13,Junior,C++,9.7,1.8
Melissa,Barrett,tylergraham@example.com,Mexico,2023-08-12,6,Senior,C++,6.9,1.5
Brett,Navarro,bjones@example.com,Mexico,2022-02-06,10,Senior,Python,6.9,7.9
Daniel,Mitchell,johnstoncourtney@example.net,USA,2022-08-31,12,Junior,Data Engineering,5.9,9.6
Paula,Howard,blakepatricia@example.org,Brazil,2021-12-31,5,Lead,Java,5.1,5.7
Richard,Allen,cassandraschmidt@example.net,Brazil,2023-07-01,8,Senior,Java,2.9,3.9
Mark,Green,rittersteven@example.org,Colombia,2020-10-31,2,Lead,JavaScript,1.3,9.3
Robert,Porter,cobbstephanie@example.org,Mexico,2020-08-25,3,Senior,Java,2.4,8.7
Peter,Watkins,villanuevasteven@example.org,Argentina,2021-01-03,0,Junior,SQL,2.4,5.6
Kimberly,Parsons,jamesshaw@example.org,Ecuador,2021-09-26,7,Junior,Data Engineering,0.7,4.2
Morgan,Hawkins,angela78@example.org,Colombia,2021-10-13,15,Senior,SQL,8.6,4.3
Christina,Owen,alexandermartinez@example.net,Mexico,2023-02-11,15,Senior,C++,9.2,1.6
Melissa,Mcbride,wellsrichard@example.net,Brazil,2022-01-23,12,Mid,Python,6.2,1.8
Scott,Marsh,emily01@example.com,USA,2021-12-06,0,Lead,SQL,2.5,7.2
Bruce,Ramirez,emily32@example.com,USA,2021-02-18,3,Senior,SQL,7.5,1.1
Rodney,Smith,qpayne@example.net,Brazil,2020-05-24,2,Lead,SQL,2.5,0.1
Kelsey,Vazquez,chadclark@example.com,Mexico,2023-05-22,0,Senior,JavaScript,6.4,4.6
Amy,Green,thomasallison@example.net,USA,2020-11-23,14,Junior,SQL,7.4,8.4
Zachary,Schneider,michaela57@example.com,Ecuador,2020-12-12,5,Senior,Python,7.8,8.4
Thomas,Williams,andersongary@example.org,Ecuador,2022-08-06,15,Junior,JavaScript,0.7,2.3
Gerald,Wood,heatherhayes@example.org,Ecuador,2024-02-01,3,Lead,Python,2.0,0.0
Mathew,Jacobs,bwillis@example.com,Mexico,2023-07-10,4,Junior,JavaScript,4.5,0.8
Crystal,Joseph,john06@example.com,Colombia,2021-01-18,0,Mid,Data Engineering,6.1,8.4
Bethany,Baker,davisstephen@example.net,Ecuador,2024-09-05,6,Senior,Java,8.9,6.9
Amy,Harris,tammy72@example.com,Brazil,2020-11-10,12,Lead,JavaScript,3.9,1.4
Dawn,Martinez,johnsweeney@example.net,Mexico,2020-12-21,11,Mid,SQL,2.8,5.7
Douglas,Anderson,richardmccann@example.com,Ecuador,2024-03-20,1,Mid,JavaScript,8.9,3.4
Marissa,Glover,daviscolleen@example.net,USA,2020-01-18,6,Junior,Java,4.8,6.1
Patricia,Smith,amywallace@example.com,Mexico,2022-08-16,5,Junior,JavaScript,1.9,1.6
Martin,Holden,rhonda75@example.net,Brazil,2023-09-14,4,Junior,C++,9.8,4.4
Ryan,Gray,wardkevin@example.net,Colombia,2020-10-04,8,Junior,C++,1.6,5.2
Carlos,Mills,garymason@example.org,Mexico,2020-08-07,5,Senior,JavaScript,1.4,3.9
Noah,Smith,mcdonaldmichelle@example.org,Brazil,2024-09-25,15,Junior,C++,6.5,5.4
Isaac,Gray,michelle06@example.com,Mexico,2022-06-20,3,Junior,Data Engineering,8.0,7.2
John,Smith,dcherry@example.com,Ecuador,2023-01-03,13,Senior,C++,9.8,6.0
Cheryl,Sanders,ian53@example.org,Mexico,2024-09-20,6,Lead,Python,7.0,7.8
Christopher,Rios,paul34@example.org,Mexico,2023-05-03,11,Lead,Java,9.2,2.3
Richard,Gonzalez,cherrera@example.org,Mexico,2021-08-18,9,Lead,Data Engineering,9.2,4.8
Christopher,Shannon,rosehunter@example.net,Argentina,2021-11-28,2,Junior,JavaScript,5.5,9.9
Dana,Turner,elainevillarreal@example.com,USA,2021-08-09,1,Senior,Java,0.9,7.7
Kevin,Smith,ubrowning@example.com,Brazil,2024-10-12,15,Lead,JavaScript,3.8,8.2
Janet,Knox,ufields@example.com,Colombia,2024-04-30,7,Lead,Data Engineering,9.8,3.1
Kimberly,Pearson,wallacejoshua@example.com,Ecuador,2024-01-15,12,Mid,Python,4.6,1.6
Jennifer,Miller,sarah47@example.com,USA,2021-01-11,6,Junior,Data Engineering,1.9,5.5
Shari,Ford,rsimpson@example.org,Brazil,2020-03-06,6,Lead,Data Engineering,0.8,4.3
Shannon,Molina,browncrystal@example.org,Ecuador,2020-08-14,3,Mid,JavaScript,0.0,8.6
Colleen,Singh,jeffrey19@example.com,Ecuador,2021-09-04,4,Mid,Java,7.4,0.2
Tara,Dean,twilliams@example.org,USA,2024-05-04,11,Senior,SQL,4.3,1.0
William,Morales,stanleyjulia@example.com,Ecuador,2024-12-23,6,Mid,JavaScript,0.8,2.0
Ryan,Murphy,myersmelanie@example.net,Ecuador,2022-09-11,11,Mid,Data Engineering,0.1,3.8
Elizabeth,Lawson,hclark@example.com,Argentina,2024-09-13,14,Mid,Python,3.6,5.6
Bryan,Ali,woodtony@example.net,Argentina,2023-02-19,6,Lead,SQL,0.8,8.7
Kimberly,Wood,scottdaniel@example.net,Mexico,2023-04-19,0,Junior,SQL,2.8,3.8
Kimberly,Daniel,justin27@example.org,Colombia,2022-07-29,6,Senior,Java,8.9,2.2
Joy,Stewart,omitchell@example.net,Brazil,2020-11-03,11,Junior,C++,9.0,4.4
Joy,Bean,fordcindy@example.com,USA,2024-10-05,1,Senior,Data Engineering,2.9,4.3
Julia,Cooper,arroyotyler@example.com,Mexico,2022-04-07,2,Junior,SQL,5.5,5.0
Anthony,Franco,david28@example.net,Argentina,2023-07-05,9,Lead,JavaScript,8.6,4.2
Shannon,Allen,scotttyler@example.net,Mexico,2020-11-24,8,Mid,JavaScript,3.2,6.7
Alexandra,Bailey,gene40@example.org,Colombia,2020-01-04,9,Lead,Python,8.1,7.4
James,Woods,youngterri@example.org,Argentina,2022-06-16,10,Mid,JavaScript,1.0,9.2
Johnny,Cunningham,rossmichael@example.org,Brazil,2021-10-04,3,Senior,Data Engineering,2.4,5.0
Aaron,Nguyen,danielleford@example.org,Mexico,2024-08-24,12,Lead,Python,6.8,9.2
Chelsea,Cruz,michael61@example.net,Ecuador,2023-05-30,3,Junior,Python,3.6,6.2
William,Hernandez,hollybryant@example.net,Colombia,2020-05-30,8,Mid,SQL,2.5,5.5
Robert,Jackson,keith06@example.org,Mexico,2023-08-23,9,Junior,Java,7.5,4.6
Lindsay,Howard,newmanjanice@example.com,Colombia,2024-09-05,4,Junior,Data Engineering,9.8,9.7
Timothy,Rojas,hmiller@example.org,USA,2022-09-27,3,Mid,Python,7.2,2.1
Eddie,Jackson,robertvelazquez@example.net,USA,2021-10-25,13,Junior,JavaScript,4.7,6.0
Brittney,Jones,schmidtlinda@example.org,Argentina,2022-05-17,0,Mid,SQL,7.9,1.4
Katie,Rhodes,lisa35@example.org,Ecuador,2023-05-23,14,Junior,C++,6.5,7.5
Brittany,Campbell,andersonhunter@example.org,Ecuador,2024-06-28,11,Senior,SQL,4.1,1.4
Jonathan,Kelley,jamescombs@example.com,Colombia,2024-05-22,13,Senior,Python,6.6,1.0
Karen,Carrillo,weaverian@example.org,Argentina,2020-06-23,14,Lead,Python,6.2,1.9
Mary,White,roger40@example.org,USA,2023-08-19,4,Mid,SQL,3.6,9.0
Heather,Richardson,marieburns@example.org,Brazil,2020-01-04,0,Lead,SQL,3.6,5.2
Travis,Warren,chad79@example.org,USA,2024-06-25,11,Junior,JavaScript,3.0,1.0
Lindsay,Klein,mmonroe@example.org,Colombia,2023-12-20,11,Mid,C++,1.7,0.7
Kelly,King,gibbspatrick@example.net,Ecuador,2023-07-09,0,Junior,C++,2.3,8.6
Melissa,Wilson,ffrancis@example.net,USA,2021-01-02,15,Senior,Python,9.6,2.1
Mallory,Kelley,cartershelly@example.net,Colombia,2020-05-21,10,Junior,Java,8.9,1.8
Anthony,Drake,melvin92@example.org,Argentina,2022-02-15,14,Senior,Data Engineering,3.2,5.0
Duane,Blackwell,kimallen@example.org,Argentina,2022-04-06,0,Senior,Data Engineering,8.5,5.1
Pamela,Coffey,pwalker@example.com,Colombia,2021-06-08,14,Mid,Data Engineering,1.2,4.1
Ronnie,Schmidt,lewisscott@example.org,Argentina,2022-03-17,11,Senior,C++,1.6,2.1
Abigail,Hansen,lopeztracey@example.net,USA,2022-01-18,8,Junior,SQL,2.2,8.3
Austin,Cook,courtneyjones@example.com,Colombia,2021-12-24,2,Lead,Data Engineering,5.5,5.0
Victor,Sanford,laura65@example.org,Mexico,2024-02-03,11,Senior,Python,2.6,2.6
Matthew,Murray,renee36@example.net,Mexico,2020-10-01,7,Junior,JavaScript,0.4,7.3
Stacy,Zavala,mcdowelltimothy@example.net,Mexico,2022-02-12,5,Lead,JavaScript,1.1,0.9
Brandon,Morton,georgefletcher@example.net,Mexico,2024-10-24,5,Junior,SQL,0.7,6.9
Joseph,Mcdowell,brittany46@example.org,USA,2022-07-12,15,Senior,Python,0.3,7.4
William,Riley,heidiallen@example.org,Colombia,2023-05-11,6,Mid,SQL,4.6,9.1
Erica,Cunningham,alexander09@example.net,Argentina,2023-03-27,5,Senior,C++,6.4,9.8
Jacob,Andrade,oliverfrancisco@example.com,Mexico,2020-09-04,0,Lead,Java,4.8,2.3
Gavin,Evans,kathleenclark@example.net,Argentina,2024-06-01,2,Mid,Python,6.9,4.2
Amber,Parsons,hshah@example.com,Brazil,2022-08-11,1,Junior,Data Engineering,1.3,8.6
Amy,Escobar,twagner@example.net,Brazil,2022-09-11,10,Mid,C++,4.1,1.2
David,Moore,howemallory@example.net,Colombia,2022-03-03,1,Lead,C++,4.9,9.0
Christy,Maddox,dawnbrown@example.com,Brazil,2022-09-20,14,Lead,Python,1.1,5.7
Ryan,Torres,elizabethbutler@example.net,Argentina,2023-07-09,0,Junior,Python,3.5,3.6
Connie,Meyer,kennedysuzanne@example.org,Brazil,2023-12-05,4,Senior,Python,4.7,0.9
Adam,Butler,nicolepatel@example.com,Argentina,2022-10-09,11,Senior,SQL,2.8,0.5
Leslie,Choi,rbeck@example.org,Brazil,2022-08-02,6,Junior,JavaScript,1.7,2.3
Kenneth,Vega,fcontreras@example.org,Brazil,2022-12-25,14,Mid,Java,3.0,9.7
Cheyenne,Warren,eric70@example.org,Ecuador,2021-12-19,2,Junior,Python,2.3,6.7
Benjamin,Johnson,cody07@example.com,Brazil,2020-07-05,15,Mid,Java,1.8,5.8
Cassandra,Clark,josephli@example.com,Colombia,2020-10-27,7,Senior,SQL,7.1,4.0
Carlos,Brooks,karenwalton@example.org,Mexico,2023-09-05,0,Lead,C++,3.0,9.1
Bradley,Lambert,woodbenjamin@example.net,Ecuador,2021-11-27,2,Mid,Java,9.1,0.6
Erin,Rice,dianarivera@example.com,Mexico,2021-02-01,15,Mid,Data Engineering,4.7,9.7
Gina,Wheeler,jillcooley@example.org,Ecuador,2023-06-12,2,Mid,Data Engineering,0.4,0.5
Antonio,Wagner,gpalmer@example.com,Mexico,2023-02-27,5,Junior,Data Engineering,9.9,3.0
Amy,Clements,colton63@example.com,Mexico,2024-12-10,7,Mid,Java,4.3,7.3
Katherine,Hobbs,wsalinas@example.net,Ecuador,2024-10-16,12,Senior,Data Engineering,3.5,0.4
Brittany,Garza,itaylor@example.net,Argentina,2024-11-14,14,Junior,JavaScript,0.0,5.6
Heather,Lee,fschroeder@example.net,Ecuador,2021-08-17,8,Junior,C++,2.7,5.4
Benjamin,White,qboone@example.org,Mexico,2024-06-18,3,Senior,SQL,3.0,7.8
Megan,Melendez,cindy87@example.net,USA,2023-03-07,3,Senior,Java,4.6,2.0
Eric,Chandler,brobbins@example.net,Colombia,2024-09-23,10,Senior,C++,1.5,4.5
Aaron,Jenkins,rachel35@example.com,Brazil,2020-11-05,3,Lead,SQL,8.3,0.2
Jeffrey,Johnson,qsanchez@example.com,Brazil,2021-03-19,0,Senior,Java,8.5,3.3
Kathryn,Woods,acortez@example.com,USA,2022-09-06,6,Lead,JavaScript,0.5,7.6
Richard,Gomez,wthomas@example.com,USA,2023-06-30,13,Junior,SQL,8.2,5.3
Erin,Guzman,candace76@example.org,Mexico,2020-07-24,14,Lead,JavaScript,0.8,2.2
Gabriel,Bradley,alexanderrobin@example.org,Mexico,2023-12-07,13,Junior,JavaScript,9.9,9.6
Susan,Liu,rwilson@example.org,Ecuador,2021-11-05,0,Senior,Data Engineering,1.6,2.1
Christopher,Stokes,mzhang@example.com,Colombia,2021-11-13,2,Lead,Python,2.9,9.4
Sarah,Gonzalez,williamscurtis@example.org,Colombia,2021-04-08,5,Junior,Data Engineering,2.8,4.9
Amanda,Craig,qcherry@example.com,Colombia,2020-11-27,12,Senior,C++,5.5,6.7
John,Decker,bennettdenise@example.com,Mexico,2022-02-25,11,Senior,Python,8.3,0.9
Katrina,Sanchez,hkemp@example.com,Colombia,2023-10-09,11,Mid,Data Engineering,4.4,8.3
Ashley,Ali,keithtodd@example.com,USA,2021-12-17,5,Lead,Java,1.2,8.0
Ricardo,Price,trevor54@example.net,Ecuador,2021-02-12,1,Junior,Java,3.7,4.0
Desiree,Garcia,lgreen@example.net,Brazil,2021-06-17,14,Mid,JavaScript,5.6,5.3
Joan,Delacruz,bethany36@example.com,Mexico,2023-11-13,8,Senior,JavaScript,7.1,2.3
Matthew,Garcia,williamsalexander@example.net,Ecuador,2020-11-19,5,Senior,Data Engineering,1.1,0.2
John,Diaz,victordean@example.org,Brazil,2021-05-28,2,Junior,JavaScript,4.6,5.2
Jessica,Ortega,marie22@example.org,Colombia,2022-06-03,10,Mid,C++,6.1,9.9
Shannon,Alvarado,william34@example.com,Mexico,2023-01-28,13,Senior,Java,8.1,2.8
Cameron,Wolf,martinezmatthew@example.org,Argentina,2024-12-17,5,Junior,JavaScript,9.1,5.0
Michael,Mccarthy,jennifer36@example.org,Brazil,2024-08-29,11,Senior,Data Engineering,2.0,9.3
Brandi,Larson,sthompson@example.net,USA,2024-03-19,12,Senior,Python,1.8,8.1
Michael,Hahn,mathewstimothy@example.org,Argentina,2024-09-23,3,Mid,C++,5.6,1.4
Natalie,Keller,nvaldez@example.net,Argentina,2020-02-02,3,Lead,Java,2.2,0.9
Kayla,Reynolds,ovincent@example.com,USA,2024-06-22,4,Mid,JavaScript,3.4,9.7
Megan,Williams,ricardo26@example.net,Mexico,2022-01-02,3,Lead,Python,1.4,1.5
Debra,Poole,ogeorge@example.org,Mexico,2021-04-14,13,Lead,C++,9.4,4.3
Shawn,Oconnell,ashley67@example.org,Ecuador,2023-09-28,7,Junior,JavaScript,6.2,0.5
Andrea,Sparks,petersamy@example.org,Argentina,2024-10-16,12,Lead,Data Engineering,8.5,8.0
Steve,Mclaughlin,wilsonrobert@example.net,USA,2020-06-16,0,Mid,C++,1.6,4.0
Dillon,Ward,susan35@example.com,Argentina,2020-11-02,12,Lead,JavaScript,4.7,1.9
Mikayla,Price,jadeodonnell@example.net,USA,2023-08-21,5,Junior,C++,9.4,5.4
Angela,Brown,jacobballard@example.net,USA,2020-12-30,10,Lead,C++,5.1,5.2
Tony,Whitney,ehall@example.com,Argentina,2020-03-13,12,Senior,C++,5.5,8.2
Leah,Kirby,candacewatson@example.com,Ecuador,2021-09-02,3,Lead,Python,2.3,4.9
Michael,Ferguson,princestephanie@example.com,Mexico,2022-08-10,15,Junior,JavaScript,0.9,5.8
Amanda,Austin,collinsmolly@example.net,Mexico,2023-10-27,14,Mid,SQL,9.9,6.5
Betty,Reeves,brittanyford@example.org,Mexico,2020-04-29,0,Lead,JavaScript,5.0,8.0
Taylor,Martinez,yyang@example.org,Mexico,2021-01-26,2,Lead,JavaScript,5.9,5.6
Deborah,Moss,hooperjames@example.net,USA,2021-12-31,4,Mid,Java,5.9,1.7
Frank,Tapia,shane55@example.com,Argentina,2021-09-06,4,Senior,JavaScript,9.2,1.5
Andrew,Daniels,prussell@example.net,Brazil,2024-07-29,13,Senior,JavaScript,6.2,9.6
Robert,Douglas,deanna77@example.org,USA,2022-08-27,0,Mid,Python,8.6,2.7
Brittney,Norton,jfranklin@example.org,USA,2022-11-21,8,Junior,Python,9.8,7.7
Miguel,Herrera,charlesnewman@example.org,USA,2021-10-09,10,Mid,Data Engineering,9.0,2.1
Barry,Newman,cmay@example.org,Mexico,2024-11-08,12,Junior,Java,4.8,9.3
Sarah,Wilson,hintonjasmin@example.com,Ecuador,2020-01-16,8,Mid,C++,8.4,6.7
Eduardo,Waters,charles34@example.com,USA,2023-05-03,3,Lead,Python,1.6,5.8
David,Brown,tracy27@example.com,Mexico,2023-04-08,6,Junior,SQL,8.9,0.9
Jacob,Harris,corywells@example.org,USA,2021-05-19,9,Lead,Java,0.2,6.8
Kendra,Hansen,luis50@example.org,USA,2021-07-12,0,Mid,SQL,5.2,6.0
Jennifer,Cox,ronnie16@example.org,Ecuador,2023-06-22,14,Mid,JavaScript,6.2,3.9
Mary,Hudson,vguerrero@example.com,Mexico,2021-02-12,13,Senior,Data Engineering,1.7,9.9
Andrea,Morrow,cmckinney@example.net,USA,2023-05-12,7,Senior,SQL,6.4,5.7
Kimberly,Wise,lambertrebecca@example.com,Mexico,2020-01-02,7,Mid,Data Engineering,8.8,0.3
Heather,Robinson,shane37@example.net,USA,2020-08-06,7,Mid,Data Engineering,2.5,6.8
